geneId	geneName	type	specific_type	d0_r1	d0_r2	d0_r3	d14_r1	d14_r2	d14_r3	d14_r4	d28_r1	d28_r2	d28_r3
ENSG00000000003.14	TSPAN6	protein_coding	protein_coding	33.5842	34.8986	39.3606	50.941	50.4129	51.9089	48.8187	49.1261	47.4775	69.8386
ENSG00000000005.5	TNMD	protein_coding	protein_coding	0.1	0.1	0.962944	0.1	0.1	0.336784	0.1	0.569934	0.1	0.388618
ENSG00000000419.12	DPM1	protein_coding	protein_coding	39.5813	35.6707	50.1301	33.6523	27.0549	29.651	38.9366	37.0469	28.9044	33.0806
ENSG00000000457.13	SCYL3	protein_coding	protein_coding	1.50877	1.34785	1.89871	3.85549	2.58594	2.03194	2.62614	5.14794	4.4107	4.8867
ENSG00000000460.16	C1orf112	protein_coding	protein_coding	7.52098	8.10846	9.10321	1.02715	2.79388	1.55402	3.86061	1.61423	3.24809	6.73094
ENSG00000000938.12	FGR	protein_coding	protein_coding	0.1	0.351118	0.393023	0.224772	0.17702	0.1	0.1	0.1	0.1	0.1
ENSG00000000971.15	CFH	protein_coding	protein_coding	0.233223	1.22164	1.41278	2.42267	3.52416	1.41462	1.8053	0.1	0.1	3.00746
ENSG00000001036.13	FUCA2	protein_coding	protein_coding	35.321	36.5536	42.4173	43.2967	43.5799	39.6143	42.5206	29.0371	28.6699	29.7596
ENSG00000001084.12	GCLC	protein_coding	protein_coding	21.8314	13.9037	17.4234	14.6066	11.5153	11.7096	12.6162	6.42774	6.61843	11.2933
ENSG00000001167.14	NFYA	protein_coding	protein_coding	12.6125	12.922	9.08386	14.5504	13.7282	13.0396	9.85143	7.92888	11.678	22.2119
ENSG00000001460.17	STPG1	protein_coding	protein_coding	4.5669	3.64691	6.50607	7.90681	7.69497	4.33502	7.08957	7.54268	5.92525	11.4824
ENSG00000001461.16	NIPAL3	protein_coding	protein_coding	5.97613	4.57839	4.70249	7.01677	6.4586	4.85834	8.39907	4.4395	4.36148	5.73988
ENSG00000001497.16	LAS1L	protein_coding	protein_coding	34.919	32.4899	33.7668	23.7381	20.2015	24.1024	22.7915	24.5985	29.0352	21.8918
ENSG00000001561.6	ENPP4	protein_coding	protein_coding	1.15366	1.23594	1.24496	3.54638	3.97521	3.80723	4.08149	4.34726	3.50571	2.67112
ENSG00000001617.11	SEMA3F	protein_coding	protein_coding	15.6293	14.3533	11.3233	5.89868	6.61505	8.38163	5.89246	4.48247	5.11991	3.68506
ENSG00000001626.15	CFTR	protein_coding	protein_coding	0.826047	0.181567	0.274396	0.394315	1.13927	1.57544	1.46531	2.69456	0.1	0.335817
ENSG00000001629.9	ANKIB1	protein_coding	protein_coding	11.2068	12.6245	10.9775	13.4639	9.29605	11.9519	15.1091	8.87063	10.8254	18.5933
ENSG00000001630.16	CYP51A1	protein_coding	protein_coding	26.9816	23.6149	22.082	14.0225	13.7362	18.0777	13.8236	26.5024	27.6595	47.823
ENSG00000001631.15	KRIT1	protein_coding	protein_coding	14.2921	12.9822	12.2177	7.08785	9.68511	11.6033	13.5223	11.0687	12.0915	13.8699
ENSG00000002016.17	RAD52	protein_coding	protein_coding	6.99648	4.74765	3.39026	11.7663	9.33812	8.68639	9.38769	7.25313	8.15688	6.88779
ENSG00000002330.13	BAD	protein_coding	protein_coding	17.0204	19.5153	16.0808	26.9233	27.486	28.8158	27.5989	44.6888	28.5998	68.5333
ENSG00000002549.12	LAP3	protein_coding	protein_coding	27.2706	32.5605	31.2677	22.6794	21.2677	19.4499	21.7274	22.5818	21.2615	26.3556
ENSG00000002586.19	CD99	protein_coding	protein_coding	38.2408	33.8665	34.9667	102.014	96.017	94.8643	92.0881	90.1128	83.0391	47.6896
ENSG00000002587.9	HS3ST1	protein_coding	protein_coding	1.01047	1.02558	0.426433	1.23212	0.147981	0.404239	0.219706	0.0855572	0.1	2.26015
ENSG00000002726.20	AOC1	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000002745.12	WNT16	protein_coding	protein_coding	0.123896	0.1	0.12471	0.1	0.1	0.382814	0.11578	0.1	0.397533	0.0729298
ENSG00000002746.14	HECW1	protein_coding	protein_coding	0.330424	1.38649	0.0744238	0.0836864	0.1	0.354917	0.87731	0.216292	2.5155	1.46255
ENSG00000002822.15	MAD1L1	protein_coding	protein_coding	13.267	20.7469	15.109	15.081	9.93467	15.9912	9.60153	18.7107	18.7755	15.1736
ENSG00000002834.17	LASP1	protein_coding	protein_coding	56.9824	59.0074	57.9084	51.2281	46.4858	47.1881	45.2532	39.1715	42.0126	42.7115
ENSG00000002919.14	SNX11	protein_coding	protein_coding	9.45483	10.4288	5.66699	11.1907	9.0186	10.108	7.0297	8.69577	13.5347	15.4369
ENSG00000002933.8	TMEM176A	protein_coding	protein_coding	2.29057	0.427788	0.337263	4.89701	6.18962	5.93774	6.83774	15.0057	12.7433	2.2273
ENSG00000003056.7	M6PR	protein_coding	protein_coding	108.515	115.955	102.428	105.978	84.7966	72.0423	110.891	68.6164	59.3685	64.5659
ENSG00000003096.14	KLHL13	protein_coding	protein_coding	2.80908	2.24398	2.65915	2.48522	1.59101	3.27433	3.47382	5.83556	7.00907	4.58009
ENSG00000003137.8	CYP26B1	protein_coding	protein_coding	0.1	0.0844739	0.1	1.34109	0.301187	0.940989	0.178951	1.5779	0.408059	0.793548
ENSG00000003147.18	ICA1	protein_coding	protein_coding	24.236	25.277	28.2155	16.262	23.6903	29.7293	20.7727	33.6951	20.312	4.68502
ENSG00000003249.13	DBNDD1	protein_coding	protein_coding	32.0903	26.2414	27.3837	11.3386	9.17097	8.27999	9.37058	11.9171	11.5287	5.67313
ENSG00000003393.14	ALS2	protein_coding	protein_coding	9.13261	10.0791	11.1307	7.886	9.39882	14.6196	10.0195	14.2852	9.29505	14.9516
ENSG00000003400.14	CASP10	protein_coding	protein_coding	4.1351	3.32295	2.56354	2.02814	2.71593	2.18068	4.06737	0.178738	0.339259	0.124161
ENSG00000003402.19	CFLAR	protein_coding	protein_coding	12.7973	13.2813	10.2278	13.0897	10.9346	17.6032	13.4993	8.40818	14.1228	4.77568
ENSG00000003436.15	TFPI	protein_coding	protein_coding	17.5437	12.5527	9.99997	18.2923	13.7961	21.5361	23.3074	6.90271	11.0167	8.42171
ENSG00000003509.15	NDUFAF7	protein_coding	protein_coding	100.889	99.8333	99.8924	20.7121	20.0036	19.5256	21.4992	16.9551	13.8613	17.2591
ENSG00000003756.16	RBM5	protein_coding	protein_coding	48.3266	43.294	54.2124	87.8114	102.926	110.056	102.051	157.182	123.792	106.895
ENSG00000003987.13	MTMR7	protein_coding	protein_coding	1.9095	2.60963	1.15671	0.388604	0.917892	1.02698	0.637023	3.43587	3.16688	3.10231
ENSG00000003989.17	SLC7A2	protein_coding	protein_coding	4.3211	3.92611	4.80735	1.47367	1.41682	1.61267	1.54266	0.819091	0.747672	0.620156
ENSG00000004059.10	ARF5	protein_coding	protein_coding	136.553	120.758	130.303	148.829	167.98	168.851	158.641	212.608	233.448	222.86
ENSG00000004139.13	SARM1	protein_coding	protein_coding	3.29491	0.512981	2.78222	5.77892	3.93716	5.43614	3.88044	16.1604	12.424	13.8527
ENSG00000004142.11	POLDIP2	protein_coding	protein_coding	38.31	39.1841	39.6666	43.4718	42.8971	43.448	43.8801	47.9029	44.0425	43.5354
ENSG00000004399.12	PLXND1	protein_coding	protein_coding	84.2893	83.6567	76.821	75.5949	63.5977	78.408	72.2802	29.4579	30.5193	3.44942
ENSG00000004455.16	AK2	protein_coding	protein_coding	56.4869	55.1431	54.3806	54.6394	55.6276	72.2469	48.9918	57.1055	59.2072	53.5946
ENSG00000004468.12	CD38	protein_coding	protein_coding	0.1	0.24089	0.0676881	0.1	0.1	0.1	0.1	0.1	0.0772561	0.1
ENSG00000004478.7	FKBP4	protein_coding	protein_coding	65.8071	60.8847	69.4402	55.7611	52.3225	61.7466	58.747	52.5307	49.6229	36.0997
ENSG00000004487.16	KDM1A	protein_coding	protein_coding	100.586	91.2312	81.7968	74.5266	69.0002	63.5022	61.615	132.644	113.367	88.2708
ENSG00000004534.14	RBM6	protein_coding	protein_coding	30.3237	36.9658	26.4683	54.2905	41.1202	46.5401	38.4274	60.2733	59.185	33.7151
ENSG00000004660.14	CAMKK1	protein_coding	protein_coding	4.44666	3.76206	3.82112	7.18641	3.37119	4.49865	5.24766	5.34041	3.05011	1.73772
ENSG00000004700.15	RECQL	protein_coding	protein_coding	21.8372	15.7558	17.4665	12.2555	11.5835	13.0917	13.8035	9.34018	14.9473	20.36
ENSG00000004766.16	VPS50	protein_coding	protein_coding	2.94201	4.13321	5.58509	6.21034	8.18226	5.73751	8.28439	7.96814	10.1547	10.4583
ENSG00000004776.12	HSPB6	protein_coding	protein_coding	1.39606	0.756054	2.29211	0.519133	1.43077	0.494682	1.31369	2.59101	0.1	0.198676
ENSG00000004777.18	ARHGAP33	protein_coding	protein_coding	8.96852	8.41378	13.5545	5.12155	4.41778	4.29185	6.52394	28.1362	24.758	11.6752
ENSG00000004779.9	NDUFAB1	protein_coding	protein_coding	224.275	212.433	210.404	101.073	99.7057	88.2059	106.238	84.2054	112.209	160.461
ENSG00000004799.7	PDK4	protein_coding	protein_coding	1.34449	0.861028	0.872622	9.31735	11.3525	11.6984	10.192	4.15242	4.98246	1.31597
ENSG00000004809.13	SLC22A16	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000004838.13	ZMYND10	protein_coding	protein_coding	0.231455	0.1	0.406727	2.03634	0.877829	4.06246	0.69902	4.71787	6.20683	78.4821
ENSG00000004846.16	ABCB5	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.1	0.1657	0.1	0.1	0.0553705
ENSG00000004848.7	ARX	protein_coding	protein_coding	0.272517	0.240506	0.137128	0.308361	0.71405	0.1	0.254661	8.91953	6.1097	2.54726
ENSG00000004864.13	SLC25A13	protein_coding	protein_coding	22.6002	23.2191	23.9197	28.9816	21.7002	23.3703	30.9629	22.0854	20.2341	26.012
ENSG00000004866.20	ST7	protein_coding	protein_coding	4.95147	5.36422	6.71741	19.853	10.8443	14.8941	12.9851	27.6025	31.3004	22.7714
ENSG00000004897.11	CDC27	protein_coding	protein_coding	19.8759	20.9069	19.6443	20.5499	11.768	13.6952	16.704	14.3091	16.8162	39.9268
ENSG00000004939.14	SLC4A1	protein_coding	protein_coding	0.1	0.0883703	1.1683	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000004948.14	CALCR	protein_coding	protein_coding	0.64847	0.494299	0.775068	0.317455	0.115233	0.236228	0.102716	1.80008	1.64377	1.08233
ENSG00000004961.14	HCCS	protein_coding	protein_coding	19.3034	22.3082	17.0931	13.373	18.0618	12.4942	10.8885	12.9982	18.5546	21.2376
ENSG00000004975.11	DVL2	protein_coding	protein_coding	31.0796	22.2545	23.8454	36.0995	39.8313	28.9804	34.6081	37.4416	28.0905	32.2346
ENSG00000005001.9	PRSS22	protein_coding	protein_coding	8.86126	6.52067	9.82714	3.84059	4.61523	6.01575	3.50314	1.91369	0.1	0.285903
ENSG00000005007.12	UPF1	protein_coding	protein_coding	21.6983	23.4114	22.6633	11.6895	14.4807	14.4869	12.4119	17.3718	16.362	15.7597
ENSG00000005020.12	SKAP2	protein_coding	protein_coding	1.0036	1.30646	1.09826	4.80404	11.3804	8.11322	9.89033	5.94475	4.45534	1.75787
ENSG00000005022.5	SLC25A5	protein_coding	protein_coding	390.594	363.365	340.611	215.916	212.274	199.214	210.462	130.25	162.319	203.1
ENSG00000005059.15	MCUB	protein_coding	protein_coding	4.19351	10.1735	8.42432	8.25722	4.01519	6.39717	9.45154	19.9801	14.1262	8.58658
ENSG00000005073.5	HOXA11	protein_coding	protein_coding	0.1	0.1	0.1	0.211614	0.1	0.1	0.1	0.1	0.1	0.115507
ENSG00000005075.15	POLR2J	protein_coding	protein_coding	40.8568	34.3005	43.1266	43.3009	41.9992	43.0763	42.2993	54.9163	50.1118	60.5271
ENSG00000005100.12	DHX33	protein_coding	protein_coding	7.93316	7.85674	8.67275	5.22306	4.73697	4.66304	4.62575	8.3284	7.01674	8.64396
ENSG00000005102.12	MEOX1	protein_coding	protein_coding	0.1	0.329625	0.1	0.398907	0.739864	0.605442	0.1	1.28439	0.436028	4.86281
ENSG00000005108.15	THSD7A	protein_coding	protein_coding	1.00049	1.40811	0.983699	3.79331	2.08619	4.58919	4.37625	5.74379	3.32994	6.65424
ENSG00000005156.11	LIG3	protein_coding	protein_coding	27.0264	26.9482	25.8003	15.452	13.1722	16.7556	20.4738	22.079	19.1476	28.3295
ENSG00000005175.9	RPAP3	protein_coding	protein_coding	13.334	19.812	15.3481	12.3433	13.6477	13.1625	12.2507	12.3192	24.7874	23.0738
ENSG00000005187.11	ACSM3	protein_coding	protein_coding	5.28061	2.74044	5.82178	2.45918	2.35901	3.60478	1.37734	1.6779	2.52735	0.36048
ENSG00000005189.19	REXO5	protein_coding	protein_coding	2.74035	6.23129	4.44773	0.980558	1.29859	2.76302	1.84292	4.97438	5.7549	3.85098
ENSG00000005194.14	CIAPIN1	protein_coding	protein_coding	45.6989	37.2367	43.3915	34.991	36.5264	30.0317	37.3824	53.8022	36.959	53.1541
ENSG00000005206.16	SPPL2B	protein_coding	protein_coding	18.2501	22.2694	13.7776	32.8837	29.8727	26.1246	39.0586	47.7527	51.8238	36.4248
ENSG00000005238.19	FAM214B	protein_coding	protein_coding	5.45475	4.70398	6.70934	30.6896	29.9147	30.495	31.5537	18.332	24.0816	23.6735
ENSG00000005243.9	COPZ2	protein_coding	protein_coding	0.703491	4.33982	1.28138	11.1516	7.27275	6.48935	14.1594	8.66649	7.04274	4.86456
ENSG00000005249.12	PRKAR2B	protein_coding	protein_coding	5.67792	5.30023	6.31807	3.62199	2.66568	1.55264	1.21022	6.19614	4.86637	11.4108
ENSG00000005302.18	MSL3	protein_coding	protein_coding	6.44962	8.34049	9.2417	9.01202	14.3501	9.37443	9.87705	13.1513	12.1685	16.3801
ENSG00000005339.14	CREBBP	protein_coding	protein_coding	7.02515	8.0831	9.47386	11.4213	9.17857	8.42159	6.2655	13.8146	11.362	12.9915
ENSG00000005379.16	TSPOAP1	protein_coding	protein_coding	5.58089	5.10143	5.19282	3.09199	6.13709	14.0644	9.61175	18.2284	19.0667	6.87923
ENSG00000005381.7	MPO	protein_coding	protein_coding	0.121138	0.1	0.365818	1.28172	1.195	0.1	0.1	0.1	0.139278	0.0248764
ENSG00000005421.8	PON1	protein_coding	protein_coding	0.1	0.728559	0.1	0.1	0.1	0.165058	0.1	0.1	1.01685	0.192132
ENSG00000005436.13	GCFC2	protein_coding	protein_coding	10.7855	7.86932	7.08688	14.1122	15.3597	12.6957	11.6855	12.9458	12.693	9.96015
ENSG00000005448.16	WDR54	protein_coding	protein_coding	24.789	25.0534	18.0401	36.6129	32.2437	35.1521	38.1385	59.221	65.2608	63.2858
ENSG00000005469.11	CROT	protein_coding	protein_coding	3.01155	1.75028	2.08551	7.292	5.87389	7.15348	7.31977	13.5758	8.3775	7.35389
ENSG00000005471.17	ABCB4	protein_coding	protein_coding	1.66965	0.553602	0.907801	1.25719	2.30236	1.35359	2.63849	2.28552	2.7673	0.598523
ENSG00000005483.20	KMT2E	protein_coding	protein_coding	6.08818	8.03348	10.5967	24.8266	28.8689	22.9496	21.599	25.0717	26.198	29.4146
ENSG00000005486.16	RHBDD2	protein_coding	protein_coding	19.276	16.4896	17.3504	52.3704	49.8829	43.0915	41.0321	79.1146	83.057	70.8333
ENSG00000005513.9	SOX8	protein_coding	protein_coding	4.48346	5.46023	3.75015	7.53506	8.72365	7.71971	6.45048	3.80966	4.29869	1.31551
ENSG00000005700.14	IBTK	protein_coding	protein_coding	11.3087	13.1945	13.9059	13.3662	16.2075	14.8793	14.0131	18.6163	13.1614	19.195
ENSG00000005801.17	ZNF195	protein_coding	protein_coding	25.3091	24.4838	23.4023	18.4294	16.4462	20.9063	23.1497	25.231	24.7319	23.7291
ENSG00000005810.17	MYCBP2	protein_coding	protein_coding	7.17312	5.96666	10.1978	14.2991	17.3707	12.5768	12.2755	14.0762	15.1893	11.3295
ENSG00000005812.10	FBXL3	protein_coding	protein_coding	4.64085	3.7459	3.15053	5.72693	4.63762	4.21512	5.44994	8.82062	7.70836	8.91188
ENSG00000005844.17	ITGAL	protein_coding	protein_coding	0.0819962	0.406982	0.1	0.1	0.480719	0.1	0.1	0.1	0.1	0.0968546
ENSG00000005882.11	PDK2	protein_coding	protein_coding	18.7373	12.9631	15.7282	12.0231	20.0389	25.1501	16.6221	30.0053	17.5643	22.81
ENSG00000005884.17	ITGA3	protein_coding	protein_coding	24.2776	33.5922	24.8064	24.6268	30.6418	17.6162	15.9606	7.58828	4.6027	4.55222
ENSG00000005889.15	ZFX	protein_coding	protein_coding	1.96684	3.64814	2.20473	2.77754	3.65295	6.03336	4.22668	6.27958	4.68593	10.9139
ENSG00000005893.15	LAMP2	protein_coding	protein_coding	27.1007	31.2643	29.892	56.1499	52.0764	55.7569	55.6661	28.4244	27.4789	61.2856
ENSG00000005961.18	ITGA2B	protein_coding	protein_coding	1.6986	3.14606	2.246	1.93689	0.315544	1.46186	3.63281	0.821207	1.07313	1.21615
ENSG00000005981.12	ASB4	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.108483	0.1	0.1	0.1	0.17513
ENSG00000006007.11	GDE1	protein_coding	protein_coding	35.553	35.9553	40.8075	27.7131	21.422	26.1645	25.7691	33.7499	31.2521	51.1352
ENSG00000006015.17	REX1BD	protein_coding	protein_coding	22.7315	27.2544	30.8505	40.3752	34.8501	25.3098	33.1206	24.911	25.417	37.6897
ENSG00000006016.10	CRLF1	protein_coding	protein_coding	25.0885	15.5589	11.1564	71.7812	92.3121	49.3292	82.8092	59.02	45.684	10.4231
ENSG00000006025.11	OSBPL7	protein_coding	protein_coding	2.83364	2.81524	7.99095	10.1026	10.4804	8.26456	9.03022	4.54581	11.1067	3.50929
ENSG00000006042.11	TMEM98	protein_coding	protein_coding	24.9213	30.8082	26.7498	57.2657	39.641	40.4835	44.4898	62.3133	58.5985	109.727
ENSG00000006047.12	YBX2	protein_coding	protein_coding	18.8413	17.8261	13.1771	2.48744	0.835053	0.181029	0.76347	3.38228	1.88799	2.65765
ENSG00000006059.3	KRT33A	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000006062.15	MAP3K14	protein_coding	protein_coding	1.11223	1.52841	0.747622	1.08084	2.07494	2.21445	0.924975	1.89186	2.13937	2.27093
ENSG00000006071.13	ABCC8	protein_coding	protein_coding	0.1	10.9741	0.792507	2.63891	0.838088	5.76021	2.02438	13.6535	5.20291	1.92955
ENSG00000006116.3	CACNG3	protein_coding	protein_coding	0.1	0.1	0.1	0.143041	0.132484	0.407302	0.236225	0.1	0.435954	0.233629
ENSG00000006118.14	TMEM132A	protein_coding	protein_coding	30.6549	19.638	21.3589	58.2434	56.4113	57.8714	56.1779	61.3596	59.0036	48.9377
ENSG00000006125.17	AP2B1	protein_coding	protein_coding	45.4049	52.6978	50.5538	80.9791	70.345	79.368	84.9242	75.3753	78.2745	100.155
ENSG00000006128.11	TAC1	protein_coding	protein_coding	2.40086	4.23264	5.50571	7.56409	5.46359	5.88705	10.7229	7.30039	7.57487	3.45345
ENSG00000006194.9	ZNF263	protein_coding	protein_coding	11.0386	11.9726	11.4494	13.3989	17.097	14.5092	11.0503	17.3354	25.1549	24.2297
ENSG00000006210.6	CX3CL1	protein_coding	protein_coding	1.40492	2.4252	1.76786	4.77972	3.77403	3.26994	2.85135	9.01045	9.43325	3.62897
ENSG00000006282.20	SPATA20	protein_coding	protein_coding	20.0092	20.0793	22.9607	38.9078	34.1684	41.1459	39.9238	30.8105	31.0476	16.8927
ENSG00000006283.17	CACNA1G	protein_coding	protein_coding	0.686282	0.299436	0.561924	1.1869	2.63101	1.65505	2.00559	14.607	11.9777	4.46044
ENSG00000006327.13	TNFRSF12A	protein_coding	protein_coding	54.9371	51.7916	53.8992	15.6887	15.9464	20.2201	20.9623	8.7549	6.88544	15.7787
ENSG00000006377.10	DLX6	protein_coding	protein_coding	0.1	0.1	0.1	0.390405	0.180838	0.782706	0.322591	0.627546	1.70659	0.643684
ENSG00000006432.15	MAP3K9	protein_coding	protein_coding	2.73031	3.06784	3.17468	2.33287	1.51697	2.61953	2.77637	2.50868	2.31991	2.52778
ENSG00000006451.7	RALA	protein_coding	protein_coding	35.3253	33.4644	28.793	31.9856	30.3078	34.1039	42.3751	15.0933	20.6427	25.4389
ENSG00000006453.13	BAIAP2L1	protein_coding	protein_coding	20.5418	21.0111	22.141	8.44265	7.42921	7.46777	7.6361	2.75773	3.04043	2.1187
ENSG00000006459.10	KDM7A	protein_coding	protein_coding	3.81522	3.52754	3.26351	5.66903	5.68878	4.80723	4.97633	4.42697	4.20967	4.163
ENSG00000006468.13	ETV1	protein_coding	protein_coding	27.1436	26.9793	27.5703	7.29323	7.42391	9.58189	7.70922	3.20079	5.12861	18.7507
ENSG00000006530.16	AGK	protein_coding	protein_coding	25.5754	31.3639	29.991	17.5236	14.6431	14.7928	12.8025	17.1201	23.3381	21.2532
ENSG00000006534.15	ALDH3B1	protein_coding	protein_coding	0.330709	0.596746	0.977421	2.39195	3.21299	1.96781	1.45479	1.2653	2.49519	1.45662
ENSG00000006555.10	TTC22	protein_coding	protein_coding	0.697525	0.632339	0.187108	0.1	0.177044	0.1	0.1	0.307185	0.1	0.0238581
ENSG00000006576.16	PHTF2	protein_coding	protein_coding	13.7819	11.3768	8.78586	5.8213	8.6603	5.63953	8.65518	11.1866	4.66623	8.3077
ENSG00000006606.8	CCL26	protein_coding	protein_coding	1.01109	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1.16111	0.424684
ENSG00000006607.13	FARP2	protein_coding	protein_coding	5.51718	7.38812	9.63094	4.36203	6.84651	8.28466	7.50747	10.2443	7.37513	14.1913
ENSG00000006611.15	USH1C	protein_coding	protein_coding	0.185726	1.67042	2.10397	0.532534	1.49064	0.507247	0.776178	3.45775	4.44253	7.64587
ENSG00000006625.17	GGCT	protein_coding	protein_coding	88.0155	77.4059	78.2247	33.5967	30.4182	33.2735	33.3404	32.158	28.1164	33.255
ENSG00000006634.7	DBF4	protein_coding	protein_coding	20.095	25.8357	21.3036	4.74155	6.3291	4.32455	8.65361	17.1807	12.7699	11.6182
ENSG00000006638.11	TBXA2R	protein_coding	protein_coding	0.556973	0.403076	0.557198	0.751912	0.1	0.1	0.282658	0.1	0.1	0.0460645
ENSG00000006652.13	IFRD1	protein_coding	protein_coding	35.5003	31.1166	27.2191	41.7966	47.1237	42.2564	44.6277	33.2227	33.6768	27.9347
ENSG00000006659.12	LGALS14	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.1	0.562978	0.1	0.1	0.1
ENSG00000006695.10	COX10	protein_coding	protein_coding	13.2482	8.42718	11.0805	3.39573	5.20353	7.85107	4.33427	7.06916	7.2949	6.25931
ENSG00000006704.10	GTF2IRD1	protein_coding	protein_coding	24.4096	18.8399	15.5661	12.2277	14.8629	11.7747	11.9464	19.1474	19.6396	14.3476
ENSG00000006712.14	PAF1	protein_coding	protein_coding	14.174	12.6846	13.7152	13.1697	22.2246	16.9902	19.3481	25.7611	29.5612	28.4366
ENSG00000006715.15	VPS41	protein_coding	protein_coding	18.265	13.567	12.7038	36.7923	41.0475	37.2184	40.8384	37.7476	40.9701	53.1661
ENSG00000006740.16	ARHGAP44	protein_coding	protein_coding	5.81476	6.86923	6.6596	3.96142	3.01125	5.40993	2.49281	4.25709	3.66995	2.6714
ENSG00000006744.18	ELAC2	protein_coding	protein_coding	31.353	31.7646	30.8621	22.998	24.1765	23.6552	23.9183	32.7274	31.1254	25.5677
ENSG00000006747.14	SCIN	protein_coding	protein_coding	2.56905	0.660789	0.380793	0.870858	0.482937	0.1	0.143555	0.1	0.1	1.0271
ENSG00000006756.15	ARSD	protein_coding	protein_coding	3.31968	4.9697	6.02896	19.4772	9.13285	11.4759	17.5157	12.5683	15.1844	12.5379
ENSG00000006757.11	PNPLA4	protein_coding	protein_coding	8.50168	10.0083	9.74169	16.7916	11.7176	14.5741	12.8713	20.69	15.7765	13.0605
ENSG00000006788.13	MYH13	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.0673895	0.1	0.1	0.1	0.1	0.1
ENSG00000006831.9	ADIPOR2	protein_coding	protein_coding	14.9643	14.1345	14.2961	10.4347	13.478	13.1917	12.9983	20.4144	15.9925	21.9399
ENSG00000006837.11	CDKL3	protein_coding	protein_coding	1.20935	1.11361	1.43049	2.01797	5.05417	8.68744	2.38804	4.45822	4.83077	3.6272
ENSG00000007001.12	UPP2	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.325885	0.1	0.1
ENSG00000007038.10	PRSS21	protein_coding	protein_coding	2.44106	6.04137	5.22653	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000007047.14	MARK4	protein_coding	protein_coding	24.9306	24.027	20.878	19.0875	28.1581	23.8538	28.4831	28.6661	27.846	27.3627
ENSG00000007062.11	PROM1	protein_coding	protein_coding	43.6846	41.1588	37.1776	1.998	1.7643	2.02839	1.16317	6.52318	5.59662	24.1907
ENSG00000007080.10	CCDC124	protein_coding	protein_coding	57.5238	60.2545	53.9678	51.0794	52.6012	57.5273	55.6233	49.6813	50.8865	83.5984
ENSG00000007129.17	CEACAM21	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000007168.12	PAFAH1B1	protein_coding	protein_coding	121.705	118.994	110.634	115.958	107.663	83.8081	119.56	77.7684	77.1674	68.403
ENSG00000007171.17	NOS2	protein_coding	protein_coding	0.385981	0.340581	0.350909	0.437041	0.121808	0.1	0.108581	0.819093	0.49927	0.0715733
ENSG00000007174.17	DNAH9	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.425916
ENSG00000007202.14	KIAA0100	protein_coding	protein_coding	20.7611	26.5686	31.3144	32.0553	20.6847	26.7626	24.9171	22.0481	22.3343	33.4332
ENSG00000007216.14	SLC13A2	protein_coding	protein_coding	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.0369928
ENSG00000007237.18	GAS7	protein_coding	protein_coding	2.31198	2.82135	2.95979	1.92625	2.13407	3.83762	4.93189	3.6886	6.08112	4.59111
ENSG00000007255.10	TRAPPC6A	protein_coding	protein_coding	50.9114	45.2966	50.9511	44.1322	48.0532	42.6317	36.8009	57.9277	55.4571	42.1158
ENSG00000007264.14	MATK	protein_coding	protein_coding	4.53593	7.49915	3.29323	0.848374	1.47036	0.893228	0.437698	1.13898	0.663376	0.289407
ENSG00000007306.14	CEACAM7	protein_coding	protein_coding	0.1	0.607797	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000007312.12	CD79B	protein_coding	protein_coding	3.85904	4.67642	8.05505	2.07409	2.32359	4.72491	1.52467	0.1	0.425734	0.351288
ENSG00000007314.12	SCN4A	protein_coding	protein_coding	0.677712	0.469701	0.878059	0.274272	0.152353	0.0520232	0.18096	0.0880854	0.333973	0.0297685
ENSG00000007341.18	ST7L	protein_coding	protein_coding	8.22219	6.80912	4.88577	8.93957	13.3837	9.65292	7.53168	11.3795	11.3467	10.0216
ENSG00000007350.16	TKTL1	protein_coding	protein_coding	3.07334	2.40591	0.939716	0.347936	0.1	1.06906	4.27987	0.1	1.01386	1.94104
