geneId	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	comparison	mean_norm_a	mean_norm_b	fc_norm	abs_fc_norm	direction	max_fpkm_pair	geneName	raw_biotype	biotype	fc_for_filter	lfc_equiv_for_filter	is_deg
ENSG00000143369.14	510.2820478609246	-4.549269976747482	0.19098426823885928	-23.820129368235833	2.066338056936009e-125	3.189298866423597e-122	ENSG00000143369	D14 vs D28	862.6142273314387	40.50580856690581	0.046957037437480656	21.296062413039063	Down	151.483	ECM1	protein_coding	Protein-coding	21.296062413039063	4.412514799407675	TRUE
ENSG00000185664.14	1871.7726543212973	-2.269990763939291	0.09569420222096915	-23.721298796113224	2.1740879534266267e-124	3.075972106106439e-121	ENSG00000185664	D14 vs D28	2832.8574456435626	590.3262658916104	0.20838544728024652	4.798799594940779	Down	539.463	PMEL	protein_coding	Protein-coding	4.798799594940779	2.2626735652061933	TRUE
ENSG00000197406.7	392.49102509417963	4.711807796550163	0.2159574788661192	21.8182200555842	1.5580655880897777e-105	2.0348336580452496e-102	ENSG00000197406	D14 vs D28	33.05025860830933	871.7453804086734	26.3763558022358	26.3763558022358	Up	183.571	DIO3	protein_coding	Protein-coding	26.3763558022358	4.721173348285937	TRUE
ENSG00000245532.8	527.3420877534152	-3.0902101728334594	0.14166393184987852	-21.813669382748458	1.7210421312315791e-105	2.0871323788606966e-102	ENSG00000245532	D14 vs D28	846.2925280256138	102.0748340571504	0.12061412653056179	8.290902805208436	Down	97.9347	NEAT1	lncRNA	lncRNA	8.290902805208436	3.0515292068694833	TRUE
ENSG00000147872.9	610.1560769144313	-3.206553086202319	0.14706560633359214	-21.803555339300914	2.146771497114115e-105	2.429859098533563e-102	ENSG00000147872	D14 vs D28	985.5430700871646	109.64008601745361	0.11124839628546797	8.988893623544548	Down	185.884	PLIN2	protein_coding	Protein-coding	8.988893623544548	3.1681435560009454	TRUE
ENSG00000104435.13	387.8680737050975	3.691333312306417	0.1706882196027296	21.62617502776616	1.018895116246992e-103	1.0811750802275894e-100	ENSG00000104435	D14 vs D28	63.297514310074234	820.6288195651283	12.964629472575032	12.964629472575032	Up	160.005	STMN2	protein_coding	Protein-coding	12.964629472575032	3.6965090696310385	TRUE
ENSG00000185567.6	435.42805995586724	-3.2684253776846313	0.15397758780231857	-21.226630604713343	5.421273485784132e-100	5.414257720096647e-97	ENSG00000185567	D14 vs D28	705.957107401181	74.72266336211551	0.10584589712141271	9.447697333538866	Down	50.5349	AHNAK2	protein_coding	Protein-coding	9.447697333538866	3.2399627472925645	TRUE
ENSG00000136167.13	317.6371391850936	-5.028853267253364	0.23820369030446706	-21.11156741873137	6.2272889930809684e-99	5.873717362473815e-96	ENSG00000136167	D14 vs D28	545.0809802085591	14.378684487139543	0.026378987726994187	37.90896035698437	Down	52.215	LCP1	protein_coding	Protein-coding	37.90896035698437	5.244466986415973	TRUE
ENSG00000130635.15	1126.0379349883606	-2.062470030921644	0.09990538302981787	-20.644233257241776	1.0999395071447547e-94	9.828827869633497e-92	ENSG00000130635	D14 vs D28	1671.307699730999	399.0115819981759	0.23874214309094477	4.188619516660144	Down	75.3772	COL5A1	protein_coding	Protein-coding	4.188619516660144	2.0664748394782255	TRUE
ENSG00000142173.14	1908.3993158289031	-2.1263516654741617	0.1030317882537406	-20.637821603537624	1.2559691304844718e-94	1.066192194868268e-91	ENSG00000142173	D14 vs D28	2846.987078326976	656.9489658314728	0.23075235248961054	4.333650293099501	Down	307.096	COL6A2	protein_coding	Protein-coding	4.333650293099501	2.115582738856857	TRUE
ENSG00000184144.11	262.81299621570037	5.301588908902989	0.2682082804968883	19.766686170468542	5.7639872174615695e-87	4.660046427526787e-84	ENSG00000184144	D14 vs D28	14.89444222407235	593.3710682045377	39.83842155871626	39.83842155871626	Up	34.3092	CNTN2	protein_coding	Protein-coding	39.83842155871626	5.31608858229023	TRUE
ENSG00000130066.16	988.0725664696234	-2.410864915475151	0.12423281802374746	-19.406022931994567	6.863873836351876e-84	5.297038636071916e-81	ENSG00000130066	D14 vs D28	1512.1175583869513	289.34591057985295	0.1913514653506915	5.225985587135647	Down	531.399	SAT1	protein_coding	Protein-coding	5.225985587135647	2.385703145821998	TRUE
ENSG00000175899.14	495.07681061050545	-2.7734961368886846	0.1434331540698194	-19.33650664572726	2.6481864123859044e-83	1.954822126499473e-80	ENSG00000175899	D14 vs D28	782.117329973998	112.3561181258486	0.14365634645838105	6.961056887867547	Down	62.9934	A2M	protein_coding	Protein-coding	6.961056887867547	2.7993063651440866	TRUE
ENSG00000072832.14	608.7434325660433	2.347613197202049	0.12263204203055801	19.143554639798463	1.0953595268291246e-81	7.748755852710366e-79	ENSG00000072832	D14 vs D28	220.76613105386355	1126.04650124895	5.100630680410901	5.100630680410901	Up	153.72	CRMP1	protein_coding	Protein-coding	5.100630680410901	2.3506756437991716	TRUE
ENSG00000164251.4	245.20025867905088	-5.4243231203165845	0.28375106034189024	-19.116485816055963	1.8410151892080956e-81	1.2502702352950018e-78	ENSG00000164251	D14 vs D28	419.6960714699296	12.539174957879242	0.02987679849840493	33.470788379597906	Down	53.8287	F2RL1	protein_coding	Protein-coding	33.470788379597906	5.064830627923784	TRUE
ENSG00000075426.11	396.63525670016764	-3.030629023813771	0.16155302295909754	-18.759345806739095	1.623857643155128e-78	1.0603790409802986e-75	ENSG00000075426	D14 vs D28	633.8724211812361	80.31903739207645	0.1267116768424789	7.891932495243876	Down	49.4101	FOSL2	protein_coding	Protein-coding	7.891932495243876	2.9803786158190224	TRUE
ENSG00000163191.5	712.72484917819	-2.4161043940643765	0.1296812575554802	-18.63109935551573	1.7979310931879322e-77	1.130565707412767e-74	ENSG00000163191	D14 vs D28	1095.7180696060213	202.06722194108144	0.18441534145159907	5.422542355362859	Down	818.169	S100A11	protein_coding	Protein-coding	5.422542355362859	2.438969416801801	TRUE
ENSG00000171617.13	519.6916539838836	2.8569987067626506	0.1534879593625141	18.613829505771687	2.482251143578618e-77	1.5051307112742063e-74	ENSG00000171617	D14 vs D28	141.88363560436085	1023.4356784899137	7.2132044976895	7.2132044976895	Up	88.2093	ENC1	protein_coding	Protein-coding	7.2132044976895	2.850640325465265	TRUE
ENSG00000108947.4	416.08033587229824	2.7941085432107005	0.15017963027440215	18.60511001462328	2.9209148093752367e-77	1.7100445390887162e-74	ENSG00000108947	D14 vs D28	117.60547398432418	814.046818389597	6.921844628576579	6.921844628576579	Up	97.1329	EFNB3	protein_coding	Protein-coding	6.921844628576579	2.7911565583629705	TRUE
ENSG00000149294.16	338.67324399259036	2.6354731037218975	0.14582471155099222	18.0728840516192	5.211669670086531e-73	2.949457588624304e-70	ENSG00000149294	D14 vs D28	104.81441043029479	650.4850220756512	6.206064790186901	6.206064790186901	Up	64.5731	NCAM1	protein_coding	Protein-coding	6.206064790186901	2.6336787584189074	TRUE
