geneId	cluster	row_order	cluster_display_rank	geneName	gene_id	type	specific_type
ENSG00000120129.5	2	1138	2	DUSP1	ENSG00000120129	protein_coding	protein_coding
ENSG00000152926.14	2	1139	2	ZNF117	ENSG00000152926	protein_coding	protein_coding
ENSG00000165633.12	2	1140	2	VSTM4	ENSG00000165633	protein_coding	protein_coding
ENSG00000108932.11	2	1141	2	SLC16A6	ENSG00000108932	protein_coding	protein_coding
ENSG00000129757.13	2	1142	2	CDKN1C	ENSG00000129757	protein_coding	protein_coding
ENSG00000125945.14	2	1143	2	ZNF436	ENSG00000125945	protein_coding	protein_coding
ENSG00000162576.16	2	1144	2	MXRA8	ENSG00000162576	protein_coding	protein_coding
ENSG00000250510.7	2	1145	2	GPR162	ENSG00000250510	protein_coding	protein_coding
ENSG00000138795.9	2	1146	2	LEF1	ENSG00000138795	protein_coding	protein_coding
ENSG00000148444.15	2	1147	2	COMMD3	ENSG00000148444	protein_coding	protein_coding
ENSG00000122694.15	2	1148	2	GLIPR2	ENSG00000122694	protein_coding	protein_coding
ENSG00000266524.2	2	1149	2	GDF10	ENSG00000266524	protein_coding	protein_coding
ENSG00000080644.15	2	1150	2	CHRNA3	ENSG00000080644	protein_coding	protein_coding
ENSG00000203930.11	2	1151	2	LINC00632	ENSG00000203930	lncRNA	antisense
ENSG00000183401.11	2	1152	2	CCDC159	ENSG00000183401	protein_coding	protein_coding
ENSG00000197647.11	2	1153	2	ZNF433	ENSG00000197647	protein_coding	protein_coding
ENSG00000267632.1	2	1154	2	AC067852.3	ENSG00000267632	lncRNA	sense_intronic
ENSG00000107984.9	2	1155	2	DKK1	ENSG00000107984	protein_coding	protein_coding
ENSG00000104081.13	2	1156	2	BMF	ENSG00000104081	protein_coding	protein_coding
ENSG00000139263.11	2	1157	2	LRIG3	ENSG00000139263	protein_coding	protein_coding
ENSG00000166401.14	2	1158	2	SERPINB8	ENSG00000166401	protein_coding	protein_coding
ENSG00000274565.1	2	1159	2	AC080038.1	ENSG00000274565	lncRNA	antisense
ENSG00000171951.4	2	1160	2	SCG2	ENSG00000171951	protein_coding	protein_coding
ENSG00000139631.18	2	1161	2	CSAD	ENSG00000139631	protein_coding	protein_coding
ENSG00000011028.13	2	1162	2	MRC2	ENSG00000011028	protein_coding	protein_coding
ENSG00000166482.11	2	1163	2	MFAP4	ENSG00000166482	protein_coding	protein_coding
ENSG00000214783.9	2	1164	2	POLR2J4	ENSG00000214783	lncRNA	processed_transcript
ENSG00000183092.16	2	1165	2	BEGAIN	ENSG00000183092	protein_coding	protein_coding
ENSG00000132329.10	2	1166	2	RAMP1	ENSG00000132329	protein_coding	protein_coding
ENSG00000148225.15	2	1167	2	WDR31	ENSG00000148225	protein_coding	protein_coding
ENSG00000215067.9	2	1168	2	ALOX12-AS1	ENSG00000215067	lncRNA	antisense
ENSG00000272654.1	2	1169	2	AL358472.2	ENSG00000272654	lncRNA	lincRNA
ENSG00000151778.10	2	1170	2	SERP2	ENSG00000151778	protein_coding	protein_coding
ENSG00000197603.13	2	1171	2	CPLANE1	ENSG00000197603	protein_coding	protein_coding
ENSG00000111727.11	2	1172	2	HCFC2	ENSG00000111727	protein_coding	protein_coding
ENSG00000149050.9	2	1173	2	ZNF214	ENSG00000149050	protein_coding	protein_coding
ENSG00000230513.1	2	1174	2	THAP7-AS1	ENSG00000230513	lncRNA	antisense
ENSG00000122176.11	2	1175	2	FMOD	ENSG00000122176	protein_coding	protein_coding
ENSG00000112319.18	2	1176	2	EYA4	ENSG00000112319	protein_coding	protein_coding
ENSG00000183273.6	2	1177	2	CCDC60	ENSG00000183273	protein_coding	protein_coding
ENSG00000249413.2	2	1178	2	AC116049.2	ENSG00000249413	lncRNA	lincRNA
ENSG00000234456.7	2	1179	2	MAGI2-AS3	ENSG00000234456	lncRNA	processed_transcript
ENSG00000231160.9	2	1180	2	KLF3-AS1	ENSG00000231160	lncRNA	processed_transcript
ENSG00000186496.11	2	1181	2	ZNF396	ENSG00000186496	protein_coding	protein_coding
ENSG00000160180.15	2	1182	2	TFF3	ENSG00000160180	protein_coding	protein_coding
ENSG00000164743.4	2	1183	2	C8orf48	ENSG00000164743	protein_coding	protein_coding
ENSG00000164674.15	2	1184	2	SYTL3	ENSG00000164674	protein_coding	protein_coding
ENSG00000157578.13	2	1185	2	LCA5L	ENSG00000157578	protein_coding	protein_coding
ENSG00000113361.12	2	1186	2	CDH6	ENSG00000113361	protein_coding	protein_coding
ENSG00000164292.12	2	1187	2	RHOBTB3	ENSG00000164292	protein_coding	protein_coding
ENSG00000134817.10	2	1188	2	APLNR	ENSG00000134817	protein_coding	protein_coding
ENSG00000112183.14	2	1189	2	RBM24	ENSG00000112183	protein_coding	protein_coding
ENSG00000206561.12	2	1190	2	COLQ	ENSG00000206561	protein_coding	protein_coding
ENSG00000099260.10	2	1191	2	PALMD	ENSG00000099260	protein_coding	protein_coding
ENSG00000139410.14	2	1192	2	SDSL	ENSG00000139410	protein_coding	protein_coding
ENSG00000261888.1	2	1193	2	AC144831.1	ENSG00000261888	lncRNA	lincRNA
ENSG00000075223.13	2	1194	2	SEMA3C	ENSG00000075223	protein_coding	protein_coding
ENSG00000182670.13	2	1195	2	TTC3	ENSG00000182670	protein_coding	protein_coding
ENSG00000125355.15	2	1196	2	TMEM255A	ENSG00000125355	protein_coding	protein_coding
ENSG00000198707.14	2	1197	2	CEP290	ENSG00000198707	protein_coding	protein_coding
ENSG00000197769.5	2	1198	2	MAP1LC3C	ENSG00000197769	protein_coding	protein_coding
ENSG00000171456.18	2	1199	2	ASXL1	ENSG00000171456	protein_coding	protein_coding
ENSG00000134575.9	2	1200	2	ACP2	ENSG00000134575	protein_coding	protein_coding
ENSG00000116885.18	2	1201	2	OSCP1	ENSG00000116885	protein_coding	protein_coding
ENSG00000187634.11	2	1202	2	SAMD11	ENSG00000187634	protein_coding	protein_coding
ENSG00000015153.14	2	1203	2	YAF2	ENSG00000015153	protein_coding	protein_coding
ENSG00000183722.8	2	1204	2	LHFPL6	ENSG00000183722	protein_coding	protein_coding
ENSG00000139329.4	2	1205	2	LUM	ENSG00000139329	protein_coding	protein_coding
ENSG00000180530.10	2	1206	2	NRIP1	ENSG00000180530	protein_coding	protein_coding
ENSG00000180881.19	2	1207	2	CAPS2	ENSG00000180881	protein_coding	protein_coding
ENSG00000110237.4	2	1208	2	ARHGEF17	ENSG00000110237	protein_coding	protein_coding
ENSG00000119699.7	2	1209	2	TGFB3	ENSG00000119699	protein_coding	protein_coding
ENSG00000172175.13	2	1210	2	MALT1	ENSG00000172175	protein_coding	protein_coding
ENSG00000109472.13	2	1211	2	CPE	ENSG00000109472	protein_coding	protein_coding
ENSG00000273136.6	2	1212	2	NBPF26	ENSG00000273136	protein_coding	protein_coding
ENSG00000205593.11	2	1213	2	DENND6B	ENSG00000205593	protein_coding	protein_coding
ENSG00000164929.16	2	1214	2	BAALC	ENSG00000164929	protein_coding	protein_coding
ENSG00000273270.1	2	1215	2	AC090114.2	ENSG00000273270	lncRNA	lincRNA
ENSG00000152076.18	2	1216	2	CCDC74B	ENSG00000152076	protein_coding	protein_coding
ENSG00000213462.4	2	1217	2	ERV3-1	ENSG00000213462	protein_coding	protein_coding
ENSG00000168386.18	2	1218	2	FILIP1L	ENSG00000168386	protein_coding	protein_coding
ENSG00000259642.2	2	1219	2	ST20-AS1	ENSG00000259642	lncRNA	antisense
ENSG00000064309.14	2	1220	2	CDON	ENSG00000064309	protein_coding	protein_coding
ENSG00000203780.10	2	1221	2	FANK1	ENSG00000203780	protein_coding	protein_coding
ENSG00000196177.12	2	1222	2	ACADSB	ENSG00000196177	protein_coding	protein_coding
ENSG00000148942.14	2	1223	2	SLC5A12	ENSG00000148942	protein_coding	protein_coding
ENSG00000187134.13	2	1224	2	AKR1C1	ENSG00000187134	protein_coding	protein_coding
ENSG00000143344.15	2	1225	2	RGL1	ENSG00000143344	protein_coding	protein_coding
ENSG00000135622.12	2	1226	2	SEMA4F	ENSG00000135622	protein_coding	protein_coding
ENSG00000086848.14	2	1227	2	ALG9	ENSG00000086848	protein_coding	protein_coding
ENSG00000108557.18	2	1228	2	RAI1	ENSG00000108557	protein_coding	protein_coding
ENSG00000256806.5	2	1229	2	C17orf100	ENSG00000256806	protein_coding	protein_coding
ENSG00000064042.17	2	1230	2	LIMCH1	ENSG00000064042	protein_coding	protein_coding
ENSG00000185565.11	2	1231	2	LSAMP	ENSG00000185565	protein_coding	protein_coding
ENSG00000184678.10	2	1232	2	HIST2H2BE	ENSG00000184678	protein_coding	protein_coding
ENSG00000099385.11	2	1233	2	BCL7C	ENSG00000099385	protein_coding	protein_coding
ENSG00000100564.8	2	1234	2	PIGH	ENSG00000100564	protein_coding	protein_coding
ENSG00000197959.13	2	1235	2	DNM3	ENSG00000197959	protein_coding	protein_coding
ENSG00000135905.19	2	1236	2	DOCK10	ENSG00000135905	protein_coding	protein_coding
ENSG00000003137.8	2	1237	2	CYP26B1	ENSG00000003137	protein_coding	protein_coding
ENSG00000168497.4	2	1238	2	CAVIN2	ENSG00000168497	protein_coding	protein_coding
ENSG00000230461.8	2	1239	2	PROX1-AS1	ENSG00000230461	lncRNA	processed_transcript
ENSG00000132259.12	2	1240	2	CNGA4	ENSG00000132259	protein_coding	protein_coding
ENSG00000178662.15	2	1241	2	CSRNP3	ENSG00000178662	protein_coding	protein_coding
ENSG00000158023.9	2	1242	2	WDR66	ENSG00000158023	protein_coding	protein_coding
ENSG00000184828.9	2	1243	2	ZBTB7C	ENSG00000184828	protein_coding	protein_coding
ENSG00000247809.7	2	1244	2	NR2F2-AS1	ENSG00000247809	lncRNA	antisense
ENSG00000128918.14	2	1245	2	ALDH1A2	ENSG00000128918	protein_coding	protein_coding
ENSG00000178665.15	2	1246	2	ZNF713	ENSG00000178665	protein_coding	protein_coding
ENSG00000146233.7	2	1247	2	CYP39A1	ENSG00000146233	protein_coding	protein_coding
ENSG00000143603.18	2	1248	2	KCNN3	ENSG00000143603	protein_coding	protein_coding
ENSG00000188580.14	2	1249	2	NKAIN2	ENSG00000188580	protein_coding	protein_coding
ENSG00000106686.16	2	1250	2	SPATA6L	ENSG00000106686	protein_coding	protein_coding
ENSG00000184154.14	2	1251	2	LRTOMT	ENSG00000184154	protein_coding	protein_coding
ENSG00000137273.5	2	1252	2	FOXF2	ENSG00000137273	protein_coding	protein_coding
ENSG00000161677.11	2	1253	2	JOSD2	ENSG00000161677	protein_coding	protein_coding
ENSG00000160801.13	2	1254	2	PTH1R	ENSG00000160801	protein_coding	protein_coding
ENSG00000196381.10	2	1255	2	ZNF781	ENSG00000196381	protein_coding	protein_coding
ENSG00000262089.1	2	1256	2	AC040977.1	ENSG00000262089	lncRNA	lincRNA
ENSG00000170624.13	2	1257	2	SGCD	ENSG00000170624	protein_coding	protein_coding
ENSG00000164037.16	2	1258	2	SLC9B1	ENSG00000164037	protein_coding	protein_coding
ENSG00000278611.1	2	1259	2	ZNF426-DT	ENSG00000278611	lncRNA	lincRNA
ENSG00000188738.14	2	1260	2	FSIP2	ENSG00000188738	protein_coding	protein_coding
ENSG00000158428.3	2	1261	2	CATIP	ENSG00000158428	protein_coding	protein_coding
ENSG00000184305.15	2	1262	2	CCSER1	ENSG00000184305	protein_coding	protein_coding
ENSG00000259520.5	2	1263	2	AC051619.5	ENSG00000259520	lncRNA	antisense
ENSG00000114861.20	2	1264	2	FOXP1	ENSG00000114861	protein_coding	protein_coding
ENSG00000165240.19	2	1265	2	ATP7A	ENSG00000165240	protein_coding	protein_coding
ENSG00000126790.11	2	1266	2	L3HYPDH	ENSG00000126790	protein_coding	protein_coding
ENSG00000119703.13	2	1267	2	ZC2HC1C	ENSG00000119703	protein_coding	protein_coding
ENSG00000076770.14	2	1268	2	MBNL3	ENSG00000076770	protein_coding	protein_coding
ENSG00000177640.15	2	1269	2	CASC2	ENSG00000177640	lncRNA	antisense
ENSG00000237529.2	2	1270	2	AL137847.2	ENSG00000237529	lncRNA	antisense
ENSG00000254427.1	2	1271	2	AC103736.1	ENSG00000254427	lncRNA	lincRNA
ENSG00000114859.15	2	1272	2	CLCN2	ENSG00000114859	protein_coding	protein_coding
ENSG00000168237.17	2	1273	2	GLYCTK	ENSG00000168237	protein_coding	protein_coding
ENSG00000220205.8	2	1274	2	VAMP2	ENSG00000220205	protein_coding	protein_coding
ENSG00000106565.17	2	1275	2	TMEM176B	ENSG00000106565	protein_coding	protein_coding
ENSG00000075826.16	2	1276	2	SEC31B	ENSG00000075826	protein_coding	protein_coding
ENSG00000173376.13	2	1277	2	NDNF	ENSG00000173376	protein_coding	protein_coding
ENSG00000099957.16	2	1278	2	P2RX6	ENSG00000099957	protein_coding	protein_coding
ENSG00000245870.3	2	1279	2	LINC00682	ENSG00000245870	lncRNA	lincRNA
ENSG00000127578.6	2	1280	2	WFIKKN1	ENSG00000127578	protein_coding	protein_coding
ENSG00000002933.8	2	1281	2	TMEM176A	ENSG00000002933	protein_coding	protein_coding
ENSG00000179981.10	2	1282	2	TSHZ1	ENSG00000179981	protein_coding	protein_coding
ENSG00000095539.15	2	1283	2	SEMA4G	ENSG00000095539	protein_coding	protein_coding
ENSG00000183621.15	2	1284	2	ZNF438	ENSG00000183621	protein_coding	protein_coding
ENSG00000179388.8	2	1285	2	EGR3	ENSG00000179388	protein_coding	protein_coding
ENSG00000260293.2	2	1286	2	AC106820.4	ENSG00000260293	lncRNA	sense_intronic
ENSG00000149527.17	2	1287	2	PLCH2	ENSG00000149527	protein_coding	protein_coding
ENSG00000101049.15	2	1288	2	SGK2	ENSG00000101049	protein_coding	protein_coding
ENSG00000254080.1	2	1289	2	AC115837.2	ENSG00000254080	lncRNA	antisense
ENSG00000166592.11	2	1290	2	RRAD	ENSG00000166592	protein_coding	protein_coding
ENSG00000159263.15	2	1291	2	SIM2	ENSG00000159263	protein_coding	protein_coding
ENSG00000171817.16	2	1292	2	ZNF540	ENSG00000171817	protein_coding	protein_coding
ENSG00000258702.2	2	1293	2	AL137786.1	ENSG00000258702	lncRNA	processed_transcript
ENSG00000155066.15	2	1294	2	PROM2	ENSG00000155066	protein_coding	protein_coding
ENSG00000163064.6	2	1295	2	EN1	ENSG00000163064	protein_coding	protein_coding
ENSG00000197558.11	2	1296	2	SSPO	ENSG00000197558	protein_coding	protein_coding
ENSG00000145246.13	2	1297	2	ATP10D	ENSG00000145246	protein_coding	protein_coding
ENSG00000188338.14	2	1298	2	SLC38A3	ENSG00000188338	protein_coding	protein_coding
ENSG00000225828.1	2	1299	2	FAM229A	ENSG00000225828	protein_coding	protein_coding
ENSG00000271614.1	2	1300	2	ATP2B1-AS1	ENSG00000271614	lncRNA	lincRNA
ENSG00000114841.17	2	1301	2	DNAH1	ENSG00000114841	protein_coding	protein_coding
ENSG00000102385.12	2	1302	2	DRP2	ENSG00000102385	protein_coding	protein_coding
ENSG00000153266.12	2	1303	2	FEZF2	ENSG00000153266	protein_coding	protein_coding
ENSG00000278627.1	2	1304	2	AC005962.1	ENSG00000278627	lncRNA	antisense
ENSG00000214548.16	2	1305	2	MEG3	ENSG00000214548	lncRNA	lincRNA
ENSG00000204758.7	2	1306	2	AC008429.1	ENSG00000204758	lncRNA	antisense
ENSG00000257354.2	2	1307	2	AC048341.1	ENSG00000257354	lncRNA	lincRNA
ENSG00000169302.15	2	1308	2	STK32A	ENSG00000169302	protein_coding	protein_coding
ENSG00000167614.13	2	1309	2	TTYH1	ENSG00000167614	protein_coding	protein_coding
ENSG00000176887.6	2	1310	2	SOX11	ENSG00000176887	protein_coding	protein_coding
ENSG00000105997.22	2	1311	2	HOXA3	ENSG00000105997	protein_coding	protein_coding
ENSG00000171246.5	2	1312	2	NPTX1	ENSG00000171246	protein_coding	protein_coding
ENSG00000162669.15	2	1313	2	HFM1	ENSG00000162669	protein_coding	protein_coding
ENSG00000109132.6	2	1314	2	PHOX2B	ENSG00000109132	protein_coding	protein_coding
ENSG00000273066.5	2	1315	2	AL355987.4	ENSG00000273066	lncRNA	processed_transcript
ENSG00000181291.7	2	1316	2	TMEM132E	ENSG00000181291	protein_coding	protein_coding
ENSG00000253552.7	2	1317	2	HOXA-AS2	ENSG00000253552	lncRNA	antisense
ENSG00000143473.12	2	1318	2	KCNH1	ENSG00000143473	protein_coding	protein_coding
ENSG00000102886.14	2	1319	2	GDPD3	ENSG00000102886	protein_coding	protein_coding
ENSG00000170075.8	2	1320	2	GPR37L1	ENSG00000170075	protein_coding	protein_coding
ENSG00000115844.10	2	1321	2	DLX2	ENSG00000115844	protein_coding	protein_coding
ENSG00000280789.1	2	1322	2	PAGR1	ENSG00000280789	protein_coding	protein_coding
ENSG00000165548.10	2	1323	2	TMEM63C	ENSG00000165548	protein_coding	protein_coding
ENSG00000170989.9	2	1324	2	S1PR1	ENSG00000170989	protein_coding	protein_coding
ENSG00000092969.11	2	1325	2	TGFB2	ENSG00000092969	protein_coding	protein_coding
ENSG00000185519.8	2	1326	2	FAM131C	ENSG00000185519	protein_coding	protein_coding
ENSG00000162723.9	2	1327	2	SLAMF9	ENSG00000162723	protein_coding	protein_coding
ENSG00000185686.17	2	1328	2	PRAME	ENSG00000185686	protein_coding	protein_coding
ENSG00000138741.10	2	1329	2	TRPC3	ENSG00000138741	protein_coding	protein_coding
ENSG00000177675.8	2	1330	2	CD163L1	ENSG00000177675	protein_coding	protein_coding
ENSG00000174370.9	2	1331	2	C11orf45	ENSG00000174370	protein_coding	protein_coding
ENSG00000185811.18	2	1332	2	IKZF1	ENSG00000185811	protein_coding	protein_coding
ENSG00000237651.6	2	1333	2	C2orf74	ENSG00000237651	protein_coding	protein_coding
ENSG00000213963.6	2	1334	2	AC019080.1	ENSG00000213963	lncRNA	sense_overlapping
ENSG00000115841.19	2	1335	2	RMDN2	ENSG00000115841	protein_coding	protein_coding
ENSG00000101353.14	2	1336	2	MROH8	ENSG00000101353	protein_coding	protein_coding
ENSG00000106351.12	2	1337	2	AGFG2	ENSG00000106351	protein_coding	protein_coding
ENSG00000219626.8	2	1338	2	FAM228B	ENSG00000219626	protein_coding	protein_coding
ENSG00000011332.19	2	1339	2	DPF1	ENSG00000011332	protein_coding	protein_coding
ENSG00000068971.13	2	1340	2	PPP2R5B	ENSG00000068971	protein_coding	protein_coding
ENSG00000147576.16	2	1341	2	ADHFE1	ENSG00000147576	protein_coding	protein_coding
ENSG00000271895.2	2	1342	2	AL109811.3	ENSG00000271895	lncRNA	antisense
ENSG00000181458.10	2	1343	2	TMEM45A	ENSG00000181458	protein_coding	protein_coding
ENSG00000163638.13	2	1344	2	ADAMTS9	ENSG00000163638	protein_coding	protein_coding
ENSG00000132437.17	2	1345	2	DDC	ENSG00000132437	protein_coding	protein_coding
ENSG00000186417.13	2	1346	2	GLDN	ENSG00000186417	protein_coding	protein_coding
ENSG00000164418.20	2	1347	2	GRIK2	ENSG00000164418	protein_coding	protein_coding
ENSG00000158856.18	2	1348	2	DMTN	ENSG00000158856	protein_coding	protein_coding
ENSG00000144218.18	2	1349	2	AFF3	ENSG00000144218	protein_coding	protein_coding
ENSG00000091129.19	2	1350	2	NRCAM	ENSG00000091129	protein_coding	protein_coding
ENSG00000120693.13	2	1351	2	SMAD9	ENSG00000120693	protein_coding	protein_coding
ENSG00000176155.18	2	1352	2	CCDC57	ENSG00000176155	protein_coding	protein_coding
ENSG00000213760.10	2	1353	2	ATP6V1G2	ENSG00000213760	protein_coding	protein_coding
ENSG00000140323.5	2	1354	2	DISP2	ENSG00000140323	protein_coding	protein_coding
ENSG00000187556.7	2	1355	2	NANOS3	ENSG00000187556	protein_coding	protein_coding
ENSG00000139793.18	2	1356	2	MBNL2	ENSG00000139793	protein_coding	protein_coding
ENSG00000167528.12	2	1357	2	ZNF641	ENSG00000167528	protein_coding	protein_coding
ENSG00000203872.6	2	1358	2	C6orf163	ENSG00000203872	protein_coding	protein_coding
ENSG00000148655.14	2	1359	2	LRMDA	ENSG00000148655	protein_coding	protein_coding
ENSG00000146147.14	2	1360	2	MLIP	ENSG00000146147	protein_coding	protein_coding
ENSG00000268049.1	2	1361	2	AC012313.2	ENSG00000268049	lncRNA	antisense
ENSG00000153237.17	2	1362	2	CCDC148	ENSG00000153237	protein_coding	protein_coding
ENSG00000153896.17	2	1363	2	ZNF599	ENSG00000153896	protein_coding	protein_coding
ENSG00000188659.9	2	1364	2	SAXO2	ENSG00000188659	protein_coding	protein_coding
ENSG00000138670.17	2	1365	2	RASGEF1B	ENSG00000138670	protein_coding	protein_coding
ENSG00000188315.7	2	1366	2	C3orf62	ENSG00000188315	protein_coding	protein_coding
ENSG00000188674.10	2	1367	2	C2orf80	ENSG00000188674	protein_coding	protein_coding
ENSG00000237149.5	2	1368	2	ZNF503-AS2	ENSG00000237149	lncRNA	antisense
ENSG00000144355.14	2	1369	2	DLX1	ENSG00000144355	protein_coding	protein_coding
ENSG00000198873.11	2	1370	2	GRK5	ENSG00000198873	protein_coding	protein_coding
ENSG00000105996.6	2	1371	2	HOXA2	ENSG00000105996	protein_coding	protein_coding
ENSG00000148053.15	2	1372	2	NTRK2	ENSG00000148053	protein_coding	protein_coding
ENSG00000147234.10	2	1373	2	FRMPD3	ENSG00000147234	protein_coding	protein_coding
ENSG00000259280.1	2	1374	2	AC018563.1	ENSG00000259280	lncRNA	processed_transcript
ENSG00000170549.3	2	1375	2	IRX1	ENSG00000170549	protein_coding	protein_coding
ENSG00000108679.12	2	1376	2	LGALS3BP	ENSG00000108679	protein_coding	protein_coding
ENSG00000166432.14	2	1377	2	ZMAT1	ENSG00000166432	protein_coding	protein_coding
ENSG00000167371.19	2	1378	2	PRRT2	ENSG00000167371	protein_coding	protein_coding
ENSG00000187714.6	2	1379	2	SLC18A3	ENSG00000187714	protein_coding	protein_coding
ENSG00000155897.9	2	1380	2	ADCY8	ENSG00000155897	protein_coding	protein_coding
ENSG00000232931.5	2	1381	2	LINC00342	ENSG00000232931	lncRNA	lincRNA
ENSG00000166682.11	2	1382	2	TMPRSS5	ENSG00000166682	protein_coding	protein_coding
ENSG00000100095.18	2	1383	2	SEZ6L	ENSG00000100095	protein_coding	protein_coding
ENSG00000114200.9	2	1384	2	BCHE	ENSG00000114200	protein_coding	protein_coding
ENSG00000163623.9	2	1385	2	NKX6-1	ENSG00000163623	protein_coding	protein_coding
ENSG00000166257.8	2	1386	2	SCN3B	ENSG00000166257	protein_coding	protein_coding
ENSG00000157005.3	2	1387	2	SST	ENSG00000157005	protein_coding	protein_coding
ENSG00000106484.15	2	1388	2	MEST	ENSG00000106484	protein_coding	protein_coding
ENSG00000164125.15	2	1389	2	FAM198B	ENSG00000164125	protein_coding	protein_coding
ENSG00000137872.16	2	1390	2	SEMA6D	ENSG00000137872	protein_coding	protein_coding
ENSG00000177606.6	2	1391	2	JUN	ENSG00000177606	protein_coding	protein_coding
ENSG00000143995.19	2	1392	2	MEIS1	ENSG00000143995	protein_coding	protein_coding
ENSG00000131409.12	2	1393	2	LRRC4B	ENSG00000131409	protein_coding	protein_coding
ENSG00000138078.15	2	1394	2	PREPL	ENSG00000138078	protein_coding	protein_coding
ENSG00000204576.11	2	1395	2	PRR3	ENSG00000204576	protein_coding	protein_coding
ENSG00000157322.17	2	1396	2	CLEC18A	ENSG00000157322	protein_coding	protein_coding
ENSG00000084070.11	2	1397	2	SMAP2	ENSG00000084070	protein_coding	protein_coding
ENSG00000162490.6	2	1398	2	DRAXIN	ENSG00000162490	protein_coding	protein_coding
ENSG00000111783.12	2	1399	2	RFX4	ENSG00000111783	protein_coding	protein_coding
ENSG00000154917.10	2	1400	2	RAB6B	ENSG00000154917	protein_coding	protein_coding
ENSG00000130590.13	2	1401	2	SAMD10	ENSG00000130590	protein_coding	protein_coding
ENSG00000143126.7	2	1402	2	CELSR2	ENSG00000143126	protein_coding	protein_coding
ENSG00000196782.12	2	1403	2	MAML3	ENSG00000196782	protein_coding	protein_coding
ENSG00000121966.6	2	1404	2	CXCR4	ENSG00000121966	protein_coding	protein_coding
ENSG00000171368.11	2	1405	2	TPPP	ENSG00000171368	protein_coding	protein_coding
ENSG00000181541.5	2	1406	2	MAB21L2	ENSG00000181541	protein_coding	protein_coding
ENSG00000132718.8	2	1407	2	SYT11	ENSG00000132718	protein_coding	protein_coding
ENSG00000122756.14	2	1408	2	CNTFR	ENSG00000122756	protein_coding	protein_coding
ENSG00000111341.9	2	1409	2	MGP	ENSG00000111341	protein_coding	protein_coding
ENSG00000165655.16	2	1410	2	ZNF503	ENSG00000165655	protein_coding	protein_coding
ENSG00000157335.20	2	1411	2	CLEC18C	ENSG00000157335	protein_coding	protein_coding
ENSG00000173917.10	2	1412	2	HOXB2	ENSG00000173917	protein_coding	protein_coding
ENSG00000140839.11	2	1413	2	CLEC18B	ENSG00000140839	protein_coding	protein_coding
ENSG00000163617.10	2	1414	2	CCDC191	ENSG00000163617	protein_coding	protein_coding
ENSG00000243701.5	2	1415	2	DUBR	ENSG00000243701	lncRNA	lincRNA
ENSG00000111728.10	2	1416	2	ST8SIA1	ENSG00000111728	protein_coding	protein_coding
ENSG00000198520.11	2	1417	2	ARMH1	ENSG00000198520	protein_coding	protein_coding
ENSG00000178401.15	2	1418	2	DNAJC22	ENSG00000178401	protein_coding	protein_coding
ENSG00000274828.1	2	1419	2	AC068473.5	ENSG00000274828	lncRNA	lincRNA
ENSG00000174963.17	2	1420	2	ZIC4	ENSG00000174963	protein_coding	protein_coding
ENSG00000174233.11	2	1421	2	ADCY6	ENSG00000174233	protein_coding	protein_coding
ENSG00000152217.18	2	1422	2	SETBP1	ENSG00000152217	protein_coding	protein_coding
ENSG00000134030.13	2	1423	2	CTIF	ENSG00000134030	protein_coding	protein_coding
ENSG00000114656.11	2	1424	2	KIAA1257	ENSG00000114656	protein_coding	protein_coding
ENSG00000180447.6	2	1425	2	GAS1	ENSG00000180447	protein_coding	protein_coding
ENSG00000007516.13	2	1426	2	BAIAP3	ENSG00000007516	protein_coding	protein_coding
ENSG00000140557.11	2	1427	2	ST8SIA2	ENSG00000140557	protein_coding	protein_coding
ENSG00000108231.12	2	1428	2	LGI1	ENSG00000108231	protein_coding	protein_coding
ENSG00000109906.13	2	1429	2	ZBTB16	ENSG00000109906	protein_coding	protein_coding
ENSG00000153234.13	2	1430	2	NR4A2	ENSG00000153234	protein_coding	protein_coding
ENSG00000198440.9	2	1431	2	ZNF583	ENSG00000198440	protein_coding	protein_coding
ENSG00000185269.11	2	1432	2	NOTUM	ENSG00000185269	protein_coding	protein_coding
ENSG00000186868.15	2	1433	2	MAPT	ENSG00000186868	protein_coding	protein_coding
ENSG00000235652.7	2	1434	2	AL356599.1	ENSG00000235652	lncRNA	antisense
ENSG00000184524.5	2	1435	2	CEND1	ENSG00000184524	protein_coding	protein_coding
ENSG00000171303.6	2	1436	2	KCNK3	ENSG00000171303	protein_coding	protein_coding
ENSG00000246090.6	2	1437	2	AP002026.1	ENSG00000246090	lncRNA	antisense
ENSG00000076356.6	2	1438	2	PLXNA2	ENSG00000076356	protein_coding	protein_coding
ENSG00000174501.14	2	1439	2	ANKRD36C	ENSG00000174501	protein_coding	protein_coding
ENSG00000120915.13	2	1440	2	EPHX2	ENSG00000120915	protein_coding	protein_coding
ENSG00000171450.5	2	1441	2	CDK5R2	ENSG00000171450	protein_coding	protein_coding
ENSG00000188542.9	2	1442	2	DUSP28	ENSG00000188542	protein_coding	protein_coding
ENSG00000120093.11	2	1443	2	HOXB3	ENSG00000120093	protein_coding	protein_coding
ENSG00000203952.9	2	1444	2	CCDC160	ENSG00000203952	protein_coding	protein_coding
ENSG00000049192.14	2	1445	2	ADAMTS6	ENSG00000049192	protein_coding	protein_coding
ENSG00000160097.17	2	1446	2	FNDC5	ENSG00000160097	protein_coding	protein_coding
