geneId	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	comparison	mean_norm_a	mean_norm_b	fc_norm	abs_fc_norm	direction	max_fpkm_pair	geneName	raw_biotype	biotype	fc_for_filter	lfc_equiv_for_filter	is_deg
ENSG00000092421.16	1252.704452689828	-2.124538129117275	0.049731598834663195	-42.72008499426043	0	0	ENSG00000092421	D0 vs D14	2238.696727859871	513.210246312296	0.22924509600856482	4.362143476179918	Down	256.109	SEMA6A	protein_coding	Protein-coding	4.362143476179918	2.125037222745537	TRUE
ENSG00000143799.12	972.4815978601968	-2.1876455540028763	0.05790753921360836	-37.77825104833286	2.58622299115e-312	1.00277985369907e-309	ENSG00000143799	D0 vs D14	1756.1056156990044	384.7635844810912	0.21910048065528165	4.564115957250384	Down	178.712	PARP1	protein_coding	Protein-coding	4.564115957250384	2.19033544561979	TRUE
ENSG00000135069.13	492.4536900522363	-3.4789741718356306	0.09332096801965396	-37.27966228450328	3.50538624000481e-304	1.3302567867388466e-301	ENSG00000135069	D0 vs D14	1026.2377498011663	92.11564524053887	0.08976053088905206	11.140754071921029	Down	188.867	PSAT1	protein_coding	Protein-coding	11.140754071921029	3.477774980976663	TRUE
ENSG00000185559.14	2855.2720798300293	8.521838768924864	0.22914817634571208	37.18920614959687	1.0198335288526456e-302	3.789531420961622e-300	ENSG00000185559	D0 vs D14	13.578113802760578	4986.542554350482	367.24854621093715	367.24854621093715	Up	1435.21	DLK1	protein_coding	Protein-coding	367.24854621093715	8.52061296951905	TRUE
ENSG00000008083.13	564.8979542260706	-2.839280515999521	0.07665336332393342	-37.04052102711864	2.5520515102784536e-300	9.289467497413572e-298	ENSG00000008083	D0 vs D14	1111.1569305707255	155.20372196757927	0.13967758981430436	7.159344611612063	Down	71.9822	JARID2	protein_coding	Protein-coding	7.159344611612063	2.83982752480043	TRUE
ENSG00000090861.15	731.9472133797556	-2.4089428514010844	0.06551006991487217	-36.77210014477795	5.156427812025915e-296	1.8394009291058845e-293	ENSG00000090861	D0 vs D14	1365.2251752560744	256.9887419725164	0.18823908804956893	5.3123929273216115	Down	148.298	AARS	protein_coding	Protein-coding	5.3123929273216115	2.409361858532273	TRUE
ENSG00000187735.13	604.7270762411144	-2.7568794450454845	0.07507869971917913	-36.71986136357167	3.5206433131031908e-295	1.2312587084805592e-292	ENSG00000187735	D0 vs D14	1178.266844231522	174.57225024830868	0.14816019911191383	6.749450972623512	Down	193.846	TCEA1	protein_coding	Protein-coding	6.749450972623512	2.754770152343033	TRUE
ENSG00000179051.13	627.5212401564086	-2.919098003473888	0.07967896558901708	-36.635741715455396	7.718904718550432e-294	2.647584318462798e-291	ENSG00000179051	D0 vs D14	1244.4554808978166	164.82055960035265	0.1324439179467009	7.550365584944623	Down	144.429	RCC2	protein_coding	Protein-coding	7.550365584944623	2.9165465007049396	TRUE
ENSG00000131747.14	474.86114727042	-3.1698238321044365	0.08839670686273321	-35.85907150394976	1.328090856602733e-281	4.469401607238933e-279	ENSG00000131747	D0 vs D14	965.4046171248143	106.95354487962422	0.11078623717188676	9.026391955604401	Down	62.2219	TOP2A	protein_coding	Protein-coding	9.026391955604401	3.1741494264707644	TRUE
ENSG00000240563.1	650.4351358429628	-6.475367924419158	0.18245993136314267	-35.48925989417092	7.19860947820486e-276	2.3344436118774887e-273	ENSG00000240563	D0 vs D14	1495.3537802700928	16.746152522615386	0.011198789706868346	89.29536371119538	Down	145.363	L1TD1	protein_coding	Protein-coding	89.29536371119538	6.4805133662640255	TRUE
ENSG00000115758.12	709.1841525712189	3.01800241151516	0.0852687277981247	35.394012429273445	2.1109263394777079e-274	6.7233003912365e-272	ENSG00000115758	D0 vs D14	140.11441412118015	1135.986456408748	8.107563119282448	8.107563119282448	Up	216.036	ODC1	protein_coding	Protein-coding	8.107563119282448	3.0192683504444244	TRUE
ENSG00000105993.14	458.6295632604377	-3.0365178426019495	0.0869642414212215	-34.91685539915446	4.12573743099779e-267	1.2687353934358032e-264	ENSG00000105993	D0 vs D14	920.506465062027	112.22188690924565	0.12191319797160115	8.20255736571641	Down	257.117	DNAJB6	protein_coding	Protein-coding	8.20255736571641	3.036073778465753	TRUE
ENSG00000121769.7	619.6988842700628	4.102038332983226	0.1176558987348185	34.864706122628846	2.5489483294113188e-266	7.7056004073525905e-264	ENSG00000121769	D0 vs D14	60.45933334717494	1039.1285474622287	17.187231316218003	17.187231316218003	Up	686.203	FABP3	protein_coding	Protein-coding	17.187231316218003	4.103265255289712	TRUE
ENSG00000132780.16	739.9515647764258	-2.169584021531171	0.06278624604054596	-34.55508424775232	1.195546976555704e-261	3.4957009629258253e-259	ENSG00000132780	D0 vs D14	1332.004407843969	295.9119324757685	0.22215537030747695	4.501354158650035	Down	284.165	NASP	protein_coding	Protein-coding	4.501354158650035	2.1703590779044286	TRUE
ENSG00000154096.13	492.7227694924023	-5.788020731247462	0.16861499415777292	-34.32684477533247	3.121307443211123e-258	8.979296702760257e-256	ENSG00000154096	D0 vs D14	1122.6052488932362	20.310909941776895	0.018092655420773412	55.27104655139962	Down	441.204	THY1	protein_coding	Protein-coding	55.27104655139962	5.788452024975527	TRUE
ENSG00000113407.13	552.0261851291077	-2.593109103946523	0.07586449826539267	-34.18079817617972	4.6645545541739756e-256	1.3205872226705877e-253	ENSG00000113407	D0 vs D14	1054.861063611938	174.90002626698498	0.1658038506683636	6.0312230142361	Down	180.9	TARS	protein_coding	Protein-coding	6.0312230142361	2.592450582169245	TRUE
ENSG00000128052.9	465.4695246576169	-2.907806489083071	0.08590354921749264	-33.84966646396667	3.670423774833598e-251	1.0229012257489384e-248	ENSG00000128052	D0 vs D14	922.2189461768897	122.90745851816216	0.13327362122376893	7.503360311047459	Down	61.8639	KDR	protein_coding	Protein-coding	7.503360311047459	2.9075368380588187	TRUE
ENSG00000029993.14	623.0440780777772	-2.291459508998071	0.06821690026927205	-33.59078908530013	2.2865285116189204e-247	6.274234235882317e-245	ENSG00000029993	D0 vs D14	1142.3609648743488	233.55641298034837	0.20445062476906134	4.891156488905608	Down	255.58	HMGB3	protein_coding	Protein-coding	4.891156488905608	2.2901756233664474	TRUE
ENSG00000138413.13	708.8536272572046	-2.1166473399330226	0.06304205512009185	-33.575164006010255	3.8660598095306584e-247	1.0447733751937701e-244	ENSG00000138413	D0 vs D14	1265.0007547682615	291.7432816239119	0.23062696249328093	4.336006463377559	Down	203.941	IDH1	protein_coding	Protein-coding	4.336006463377559	2.1163669072166464	TRUE
ENSG00000109861.15	491.865483194861	-2.7431005857449176	0.08183313276396831	-33.52065957998767	2.4103747540197535e-246	6.322271193043577e-244	ENSG00000109861	D0 vs D14	956.9331895751114	143.06470340967314	0.14950333520482803	6.688813989533701	Down	211	CTSC	protein_coding	Protein-coding	6.688813989533701	2.741750425649303	TRUE
ENSG00000076716.8	472.3287571072373	-2.7262630494115423	0.08200232156591866	-33.24616910046869	2.3188676620888293e-242	5.994104872611066e-240	ENSG00000076716	D0 vs D14	917.461702019542	138.47904842300866	0.15093714333599403	6.6252744546380296	Down	69.4285	GPC4	protein_coding	Protein-coding	6.6252744546380296	2.727980220018873	TRUE
ENSG00000140450.8	561.3237227850458	4.2333350213161465	0.12828842719718447	32.998572932922	8.5143885080908e-239	2.1694661918615357e-236	ENSG00000140450	D0 vs D14	49.89906979915554	944.8922125244635	18.93606867478027	18.93606867478027	Up	92.8462	ARRDC4	protein_coding	Protein-coding	18.93606867478027	4.243064938253837	TRUE
ENSG00000141753.6	1009.4807380536214	2.028870446676995	0.061633202556933143	32.918465413229875	1.1963061943382236e-237	3.0052559552417683e-235	ENSG00000141753	D0 vs D14	366.00073631628203	1492.090739356626	4.076742452417434	4.076742452417434	Up	284.679	IGFBP4	protein_coding	Protein-coding	4.076742452417434	2.0274168176661416	TRUE
ENSG00000184697.6	413.2323842835985	-3.0656702889574245	0.09376791470613996	-32.694235534243816	1.8860217054325275e-234	4.545822045688454e-232	ENSG00000184697	D0 vs D14	831.5176825264789	99.51841060143813	0.11968285544940178	8.355415621101796	Down	276.594	CLDN6	protein_coding	Protein-coding	8.355415621101796	3.0627115936472022	TRUE
ENSG00000075340.22	363.16918504984943	-3.408995410431292	0.10529910957493917	-32.374399215647514	6.294007217808481e-230	1.4967988364910944e-227	ENSG00000075340	D0 vs D14	752.4558499032529	71.20418640979688	0.09462905553721453	10.567578787751216	Down	65.4619	ADD2	protein_coding	Protein-coding	10.567578787751216	3.4015729634684395	TRUE
ENSG00000196562.14	662.8587795756858	2.5461041276969265	0.07889897899517888	32.270431888003344	1.818684381131288e-228	4.268165081823375e-226	ENSG00000196562	D0 vs D14	176.22501368483236	1027.834103993826	5.832509713019766	5.832509713019766	Up	149.902	SULF2	protein_coding	Protein-coding	5.832509713019766	2.544116804766488	TRUE
ENSG00000114270.17	770.666352281048	2.492732773466996	0.07752664806645075	32.153238088281455	7.9580728320788785e-227	1.8197459876020368e-224	ENSG00000114270	D0 vs D14	211.2484967173268	1190.2297439538393	5.63426373417698	5.63426373417698	Up	129.479	COL7A1	protein_coding	Protein-coding	5.63426373417698	2.494227096386606	TRUE
ENSG00000115457.9	1628.8242750919724	2.628450417960446	0.08211316199300944	32.010098675584004	7.890195773807661e-225	1.7813864787548534e-222	ENSG00000115457	D0 vs D14	410.76913333303855	2542.3656314111727	6.189281095154498	6.189281095154498	Up	1120.33	IGFBP2	protein_coding	Protein-coding	6.189281095154498	2.629771845515808	TRUE
ENSG00000116133.12	339.52948723804013	-3.610970419219516	0.11309328527194332	-31.929131871415727	1.0528028909427199e-223	2.347224045356794e-221	ENSG00000116133	D0 vs D14	714.1716153837257	58.54789112877613	0.0819801429623022	12.198075825018268	Down	67.2456	DHCR24	protein_coding	Protein-coding	12.198075825018268	3.6085816839344487	TRUE
ENSG00000112159.11	482.01220669476373	-2.6571474387863083	0.08373032264049474	-31.73458975185203	5.181129495433178e-221	1.126958849762758e-218	ENSG00000112159	D0 vs D14	928.9291847560995	146.82447314876183	0.1580577675437253	6.326800735834502	Down	59.7878	MDN1	protein_coding	Protein-coding	6.326800735834502	2.6614761585285263	TRUE
ENSG00000088325.15	361.20529695312695	-3.1879681401632953	0.10117156398932721	-31.51051554861404	6.234746486599382e-218	1.3397944377709226e-215	ENSG00000088325	D0 vs D14	735.433165763864	80.5343953450742	0.10950606947597537	9.131913918427973	Down	77.7382	TPX2	protein_coding	Protein-coding	9.131913918427973	3.190917260127397	TRUE
ENSG00000102096.9	336.16887915355477	-4.094934648043427	0.1301572905766532	-31.46143124139333	2.9287503022689126e-217	6.218713141817659e-215	ENSG00000102096	D0 vs D14	727.8734616898824	42.3904422513089	0.05823875231402482	17.170697521265133	Down	153.062	PIM2	protein_coding	Protein-coding	17.170697521265133	4.101876741684037	TRUE
ENSG00000148180.19	517.5348796621664	3.3646215685431775	0.10696841103841712	31.454347464643483	3.660651764406322e-217	7.681339396464843e-215	ENSG00000148180	D0 vs D14	81.71725782490022	844.3980960401161	10.333167295572393	10.333167295572393	Up	178.03	GSN	protein_coding	Protein-coding	10.333167295572393	3.369210628009703	TRUE
ENSG00000146476.10	327.5640425124194	-3.6906036140714877	0.11765018611793544	-31.369296860881594	5.308730322789602e-216	1.1010059771776203e-213	ENSG00000146476	D0 vs D14	692.8355765853057	53.610391957754516	0.07737823196374748	12.923531264820197	Down	116.53	ARMT1	protein_coding	Protein-coding	12.923531264820197	3.691928425148088	TRUE
ENSG00000069482.6	333.59507549370704	-4.748115783997945	0.15151714133679453	-31.337152629112527	1.4558880813790665e-215	2.984737910284716e-213	ENSG00000069482	D0 vs D14	741.572951009226	27.61166885706779	0.03723392124738416	26.85723035604944	Down	399.881	GAL	protein_coding	Protein-coding	26.85723035604944	4.747238629823388	TRUE
ENSG00000050344.8	314.21120779357926	-4.149864852232	0.13310133081133718	-31.178237114053907	2.101922232780999e-213	4.2602141981683975e-211	ENSG00000050344	D0 vs D14	681.7396752784633	38.564857179916046	0.05656830397052049	17.67774406885402	Down	110.584	NFE2L3	protein_coding	Protein-coding	17.67774406885402	4.1438622729913694	TRUE
ENSG00000147601.13	344.84642571226954	-3.118659907758778	0.10043329423220668	-31.052052325877952	1.0703515213867634e-211	2.1211988594949236e-209	ENSG00000147601	D0 vs D14	697.4460927440301	80.39667543844907	0.11527295983856845	8.675061362182673	Down	130.183	TERF1	protein_coding	Protein-coding	8.675061362182673	3.1168739624866966	TRUE
ENSG00000111057.10	572.1169514223777	-2.1818014420005385	0.07063036747089742	-30.890416121642428	1.6065640593383592e-209	3.081148017457954e-207	ENSG00000111057	D0 vs D14	1032.28212994513	226.99306753031334	0.21989440768714938	4.547637252434046	Down	396.3	KRT18	protein_coding	Protein-coding	4.547637252434046	2.185117180574462	TRUE
ENSG00000111752.10	369.7996281752092	-3.123489710067588	0.10309827428673701	-30.296236592482	1.2849585597225185e-201	2.315002108203115e-199	ENSG00000111752	D0 vs D14	748.6305153222543	85.67646281492543	0.11444425662777756	8.737878417546408	Down	176.878	PHC1	protein_coding	Protein-coding	8.737878417546408	3.1272830316664075	TRUE
ENSG00000180694.13	319.6803043979566	-3.396477220627611	0.11213367892469148	-30.289537034709003	1.574434395696373e-201	2.808161188164051e-199	ENSG00000180694	D0 vs D14	662.314581245132	62.70459676257522	0.09467494531781623	10.562456589154394	Down	61.0805	TMEM64	protein_coding	Protein-coding	10.562456589154394	3.400873506933983	TRUE
ENSG00000204580.13	674.0039612161966	2.1673475174517796	0.07268579257917916	29.818035142023284	2.2806418821226624e-195	3.949274622285418e-193	ENSG00000204580	D0 vs D14	225.01824173116833	1010.7432508299678	4.491828053822914	4.491828053822914	Up	136.378	DDR1	protein_coding	Protein-coding	4.491828053822914	2.167302702750786	TRUE
ENSG00000101825.7	464.57369009091656	3.2309450268642967	0.10839184640495482	29.808008019287726	3.0763115731473654e-195	5.275874347947731e-193	ENSG00000101825	D0 vs D14	80.6185663393368	752.5400329046014	9.334574739732243	9.334574739732243	Up	31.7723	MXRA5	protein_coding	Protein-coding	9.334574739732243	3.222584298310672	TRUE
ENSG00000134057.14	307.1596981813441	-3.2147970684456446	0.1094163866749123	-29.381312673001606	9.517147877339282e-190	1.6166461860973662e-187	ENSG00000134057	D0 vs D14	626.4929291770837	67.65977493453931	0.10799766730553903	9.259459254530691	Down	201.927	CCNB1	protein_coding	Protein-coding	9.259459254530691	3.2109279436382074	TRUE
ENSG00000141682.11	282.8320090396708	-3.915821807590474	0.133664369827156	-29.29592839628167	1.1686923817045593e-188	1.966490313215332e-186	ENSG00000141682	D0 vs D14	606.0027939588108	40.453920350315855	0.06675533636741855	14.980075817400458	Down	147.465	PMAIP1	protein_coding	Protein-coding	14.980075817400458	3.9049730204938293	TRUE
ENSG00000163251.3	281.6464675716664	-4.322451371190176	0.14769003435101732	-29.267048316319944	2.725143890543896e-188	4.542585647826255e-186	ENSG00000163251	D0 vs D14	616.4794812001602	30.521707350295983	0.04950968893705339	20.19806671117243	Down	34.3508	FZD5	protein_coding	Protein-coding	20.19806671117243	4.33614530471178	TRUE
ENSG00000143369.14	435.99365578911414	4.365313771655865	0.14940421340493404	29.21814366656745	1.140770077841959e-187	1.8839606581841834e-185	ENSG00000143369	D0 vs D14	35.717662258435546	736.2006509371231	20.611669532298475	20.611669532298475	Up	151.483	ECM1	protein_coding	Protein-coding	20.611669532298475	4.3653894618905085	TRUE
ENSG00000145423.4	304.7760463189238	-3.2091050793599436	0.11010600374856454	-29.14559579047279	9.499759352474961e-187	1.554474383584802e-184	ENSG00000145423	D0 vs D14	621.5549513425987	67.19186755116772	0.10810285945921429	9.250449109325237	Down	119.801	SFRP2	protein_coding	Protein-coding	9.250449109325237	3.209523410176802	TRUE
ENSG00000048028.11	368.1924485796514	-2.6365905439802484	0.09072797020050195	-29.06039381409705	1.137291647213489e-185	1.8440667108817991e-183	ENSG00000048028	D0 vs D14	707.7968097558173	113.48917769752694	0.16034146542237107	6.236689912779596	Down	105.65	USP28	protein_coding	Protein-coding	6.236689912779596	2.6407805301349634	TRUE
ENSG00000132182.11	522.5273737283279	-2.0858605396321117	0.07226646052336003	-28.86346618508956	3.433798734470099e-183	5.41993223256714e-181	ENSG00000132182	D0 vs D14	927.9368223438847	218.47028726666034	0.23543659655064025	4.247428032221444	Down	46.6722	NUP210	protein_coding	Protein-coding	4.247428032221444	2.0865895028098866	TRUE
